video,frame,timestamp,nickname,confidence
v2.mp4,455,18.2,Ashi,0.7987278966534908
v2.mp4,460,18.4,Candy,0.7916832958253883
v2.mp4,465,18.6,Dru,0.7969672139596778
v2.mp4,470,18.8,Carmina,0.7801446182807152
v2.mp4,475,19.0,暐翹,0.7828013694159753
v2.mp4,480,19.2,Ace,0.7941522844610933
v2.mp4,485,19.4,嘉嘉,0.783084802039909
v2.mp4,490,19.6,Jade Chan,0.7839239502868137
v2.mp4,495,19.8,鉦貽,0.7824160278226139
v2.mp4,500,20.0,Sica,0.7853729786921025
v2.mp4,505,20.2,Sica,0.7883706446904476
v2.mp4,510,20.4,Tania,0.7763291358473511
v2.mp4,515,20.6,Sica,0.7910263595034717
v2.mp4,520,20.8,3 妹,0.7785946369206224
v2.mp4,525,21.0,Kay,0.7692830750301412
v2.mp4,530,21.2,Alice,0.7755501854952757
v2.mp4,535,21.4,Tania,0.7959608740934111
v2.mp4,540,21.6,Jade Chan,0.7942011494602453
v2.mp4,545,21.8,Ashi,0.7837960798266366
v2.mp4,550,22.0,Marf,0.7810355652129025
v2.mp4,555,22.2,Yanny,0.7782373461523756
v2.mp4,560,22.4,家琪,0.7893420597144141
v2.mp4,565,22.6,Miko,0.7819827159161546
v2.mp4,570,22.8,Caca,0.7807851469713282
v2.mp4,575,23.0,CK,0.788881320953456
v2.mp4,580,23.2,Miko,0.7862393667695631
v2.mp4,585,23.4,Jolin,0.77561595287687
v2.mp4,590,23.6,阿蛋,0.786390726107672
v2.mp4,595,23.8,Sinnie,0.7815287654435322
v2.mp4,600,24.0,Zoe,0.7805433186226667
v2.mp4,605,24.2,Sinnie,0.7938587902051868
v2.mp4,610,24.4,Zoe,0.7803884178517677
v2.mp4,615,24.6,Marf,0.7862588647513891
v2.mp4,620,24.8,Miko,0.7740374587420271
v2.mp4,625,25.0,阿 Yo,0.7785863032110596
v2.mp4,630,25.2,So Ching,0.7825579266587032
v2.mp4,635,25.4,Caca,0.7778848622590846
v2.mp4,640,25.6,阿蛋,0.7719868478761367
v2.mp4,645,25.8,Tania,0.7926614977212286
v2.mp4,650,26.0,Jackie,0.7825390144572294
v2.mp4,655,26.2,蘇菲,0.7742491021222712
v2.mp4,660,26.4,莎莎,0.7864791849468419
v2.mp4,665,26.6,Yanis,0.7847927529790032
v2.mp4,670,26.8,Miko,0.7821586399114422
v2.mp4,675,27.0,Tania,0.7787531476373725
v2.mp4,680,27.2,阿蛋,0.7808415786624566
v2.mp4,685,27.4,So Ching,0.7766989500638163
v2.mp4,690,27.6,Liu 哥,0.7757190950196903
v2.mp4,695,27.8,CK,0.7829307447837491
v2.mp4,700,28.0,CK,0.767813324769159
v2.mp4,705,28.2,Miko,0.7874956624524092
v2.mp4,710,28.4,So Ching,0.7771906613802484
v2.mp4,715,28.6,Jade Chan,0.7897653429203919
v2.mp4,720,28.8,So Ching,0.7813703935097331
v2.mp4,725,29.0,Carmina,0.7859730418046389
v2.mp4,730,29.2,Sica,0.7957308010708255
v2.mp4,735,29.4,Hannah,0.7835345066692613
v2.mp4,740,29.6,Tania,0.7844649656938978
v2.mp4,745,29.8,Carina,0.7820386465326998
v2.mp4,750,30.0,Ariel,0.7825069504479762
v2.mp4,755,30.2,嘉嘉,0.7762104165003999
v2.mp4,760,30.4,Liu 哥,0.7882347537639642
v2.mp4,765,30.6,Emi,0.7843656140094625
v2.mp4,770,30.8,丁丁,0.7809298517032756
v2.mp4,775,31.0,Liu 哥,0.7739253894428858
v2.mp4,780,31.2,Miko,0.7804536183681929
v2.mp4,785,31.4,Jade Chan,0.7720907651699176
v2.mp4,790,31.6,Miko,0.784603790006402
v2.mp4,795,31.8,Jade Chan,0.7886215789260348
v2.mp4,800,32.0,Hannah,0.7929322433309055
v2.mp4,805,32.2,CK,0.8017403633229272
v2.mp4,810,32.4,燒賣,0.7791583334669628
v2.mp4,815,32.6,阿蛋,0.7868182409583719
v2.mp4,820,32.8,Ariel,0.7824063218593716
v2.mp4,825,33.0,Miko,0.7828969501528458
v2.mp4,830,33.2,Emi,0.7761162937796241
v2.mp4,835,33.4,2Ling,0.7872963165328031
v2.mp4,840,33.6,So Ching,0.7729713071919146
v2.mp4,845,33.8,Gao,0.7823897437316022
v2.mp4,850,34.0,Bubu,0.7789457868824473
v2.mp4,855,34.2,Chloe Au,0.7734016636887974
v2.mp4,860,34.4,燒賣,0.7745665992732667
v2.mp4,865,34.6,Stella,0.7731095393810219
v2.mp4,870,34.8,Zoe,0.7880750522637582
v2.mp4,875,35.0,Marf,0.7843456590898717
v2.mp4,880,35.2,咖喱,0.7794983282978325
v2.mp4,885,35.4,Tania,0.7989319691277789
v2.mp4,890,35.6,Liu 哥,0.7764824820779
v2.mp4,895,35.8,2Ling,0.7810079829681223
v2.mp4,900,36.0,Hannah,0.7769312634408092
v2.mp4,905,36.2,超酸,0.7846977650527569
v2.mp4,910,36.4,阿 Wing,0.782891327262885
v2.mp4,915,36.6,阿 bee,0.7783556813780796
v2.mp4,920,36.8,Miko,0.7794778594025442
v2.mp4,925,37.0,Jolin,0.7956657803007201
v2.mp4,930,37.2,CK,0.7932821331533375
v2.mp4,935,37.4,阿 bee,0.7979538344468617
v2.mp4,940,37.6,Kinki,0.775206882922939
v2.mp4,945,37.8,Miko,0.7817740007971244
v2.mp4,950,38.0,Tania,0.7768207555637622
v2.mp4,955,38.2,咖喱,0.7732751999308978
v2.mp4,960,38.4,So Ching,0.7848518273049196
v2.mp4,965,38.6,嘉嘉,0.782452831500309
v2.mp4,970,38.8,Miko,0.7986725343577246
v2.mp4,975,39.0,鐵鐵,0.7693998583730365
v2.mp4,980,39.2,Zoe,0.7783788939125938
v2.mp4,985,39.4,阿 Yo,0.7631953158549769
v2.mp4,990,39.6,方方,0.787749621185121
v2.mp4,995,39.8,Christine,0.7903779287340772
v2.mp4,1000,40.0,Miko,0.7732424732033472
v2.mp4,1005,40.2,Miko,0.7980789614302952
v2.mp4,1010,40.4,東東,0.7875062714872952
v2.mp4,1015,40.6,So Ching,0.7764083977016965
v2.mp4,1020,40.8,Miko,0.7894404814232988
v2.mp4,1025,41.0,Liu 哥,0.775604262965209
v2.mp4,1030,41.2,阿蛋,0.7754533573403809
v2.mp4,1035,41.4,Zoe,0.7786888468975638
v2.mp4,1040,41.6,Win Win,0.7860102167316244
v2.mp4,1045,41.8,暐翹,0.7832353268494697
v2.mp4,1050,42.0,Jolin,0.7736954148733586
v2.mp4,1055,42.2,Jade Chan,0.7783950040706983
v2.mp4,1060,42.4,嘉嘉,0.7885363974854238
v2.mp4,1065,42.6,阿 bee,0.7840436879867649
v2.mp4,1070,42.8,阿 Mic,0.785880504644641
v2.mp4,1075,43.0,Bubu,0.776424880527594
v2.mp4,1080,43.2,Yoyo,0.7840830081153594
v2.mp4,1085,43.4,莎莎,0.7821333242122578
v2.mp4,1090,43.6,Hannah,0.7809107486143289
v2.mp4,1095,43.8,Miko,0.7819311614906634
v2.mp4,1100,44.0,鉦貽,0.7762806325647045
v2.mp4,1105,44.2,Ling,0.7834909927788136
v2.mp4,1110,44.4,Ivy So,0.7825397364441953
v2.mp4,1115,44.6,燒賣,0.7760772597102736
v2.mp4,1120,44.8,Candy,0.7714932346992429
v2.mp4,1125,45.0,阿 Wing,0.7807504299092576
v2.mp4,1130,45.2,Liu 哥,0.777098759474323
v2.mp4,1135,45.4,Vicky,0.7835439586591961
v2.mp4,1140,45.6,2Ling,0.7840544481988897
v2.mp4,1145,45.8,Sam,0.7854138161191223
v2.mp4,1150,46.0,露髀,0.7765879309943676
v2.mp4,1155,46.2,Ivy So,0.7783601692229991
v2.mp4,1160,46.4,Ash,0.782406313140382
v2.mp4,1165,46.6,Ariel,0.7834587160646922
v2.mp4,1170,46.8,TABI,0.79183006847453
v2.mp4,1175,47.0,Emi,0.7801664653153452
v2.mp4,1180,47.2,Sarah,0.7787976747351233
v2.mp4,1185,47.4,So Ching,0.77631034318646
v2.mp4,1190,47.6,Jolin,0.781223131379309
v2.mp4,1195,47.8,Miko,0.7780595247009029
v2.mp4,1200,48.0,嘉嘉,0.7854550093283742
v2.mp4,1205,48.2,鐵鐵,0.7735291983849036
v2.mp4,1210,48.4,穎蕎,0.7672804068974023
v2.mp4,1215,48.6,筠兒,0.7833193355294614
v2.mp4,1220,48.8,阿蛋,0.7845117939646993
v2.mp4,1225,49.0,阿 bee,0.7833333377771925
v2.mp4,1230,49.2,Zoe,0.7835790119332875
v2.mp4,1235,49.4,Sica,0.7783920867345585
v2.mp4,1240,49.6,2Ling,0.7822318512414007
v2.mp4,1245,49.8,Miko,0.7705140902095939
v2.mp4,1250,50.0,Kay,0.763688806910077
v2.mp4,1255,50.2,Sam,0.7701474033929001
v2.mp4,1260,50.4,WINKA,0.778730819083545
v2.mp4,1265,50.6,Liu 哥,0.7812846574503864
v2.mp4,1270,50.8,Ana,0.7815523728938412
v2.mp4,1275,51.0,Dru,0.7892395829056473
v2.mp4,1280,51.2,Miko,0.7794160986105779
v2.mp4,1285,51.4,Michelle,0.7857055864224516
v2.mp4,1290,51.6,Candy,0.7821180035276557
v2.mp4,1295,51.8,精靈,0.768987321391391
v2.mp4,1300,52.0,Ivy So,0.7734664192367265
v2.mp4,1305,52.2,Bubu,0.7803644959919662
v2.mp4,1310,52.4,筠兒,0.7840472363814273
v2.mp4,1315,52.6,Miko,0.768961102826222
v2.mp4,1320,52.8,Miko,0.7815035672300469
v2.mp4,1325,53.0,穎蕎,0.7783633905748946
v2.mp4,1330,53.2,阿蛋,0.7808609323031859
v2.mp4,1335,53.4,Ace,0.7831187195693595
v2.mp4,1340,53.6,鉦貽,0.7914699482906205
v2.mp4,1345,53.8,Jade Chan,0.7830832435932333
v2.mp4,1350,54.0,鉦貽,0.7918562761077418
v2.mp4,1355,54.2,CK,0.7760553089087423
v2.mp4,1360,54.4,蘇菲,0.7970828026735096
v2.mp4,1365,54.6,阿蛋,0.7854995302058465
v2.mp4,1370,54.8,Yanis,0.77623617164277
v2.mp4,1375,55.0,莎莎,0.7860212432881292
v2.mp4,1380,55.2,Hannah,0.7927326941100636
v2.mp4,1385,55.4,So Ching,0.7766902681924076
v2.mp4,1390,55.6,Kay,0.7762602860882871
v2.mp4,1395,55.8,阿蛋,0.7717941988794419
v2.mp4,1400,56.0,Christine,0.7884309836914573
v2.mp4,1405,56.2,Candy,0.7743467575961623
v2.mp4,1410,56.4,Candy,0.7892930560517847
v2.mp4,1415,56.6,Christine,0.7894150740216804
v2.mp4,1420,56.8,So Ching,0.7830861337652785
v2.mp4,1425,57.0,Ariel,0.7781042691048431
v2.mp4,1430,57.2,Liu 哥,0.7799257073724569
v2.mp4,1435,57.4,燒賣,0.7688876878463208
v2.mp4,1440,57.6,露髀,0.7784059656070511
v2.mp4,1445,57.8,Miko,0.7820599032626722
v2.mp4,1450,58.0,Kinki,0.7832079037337296
v2.mp4,1455,58.2,阿 Mic,0.7807641833285074
v2.mp4,1460,58.4,露髀,0.7916883459300319
v2.mp4,1465,58.6,露髀,0.7886290419390404
v2.mp4,1470,58.8,Kay,0.787136960517384
v2.mp4,1475,59.0,阿 Mic,0.7830449682873828
v2.mp4,1480,59.2,阿蛋,0.78443643153673
v2.mp4,1485,59.4,鐵鐵,0.7841124842512834
v2.mp4,1490,59.6,Jade Chan,0.7734518373145493
v2.mp4,1495,59.8,So Ching,0.780851568335212
v2.mp4,1500,60.0,Jolin,0.782679553898231
v2.mp4,1505,60.2,Kay,0.7832845321462623
v2.mp4,1510,60.4,Zoe,0.7883141623857093
v2.mp4,1515,60.6,Bubu,0.7880463699236477
v2.mp4,1520,60.8,Ivy So,0.783532976672004
v2.mp4,1525,61.0,家琪,0.7854736376303434
v2.mp4,1530,61.2,Ling,0.7941837577084268
v2.mp4,1535,61.4,露髀,0.7779622495991708
v2.mp4,1540,61.6,馬欣,0.7904269934068623
v2.mp4,1545,61.8,Ace,0.7778044970193373
v2.mp4,1550,62.0,3 妹,0.7816721409086087
v2.mp4,1555,62.2,Kay,0.7862707147980585
v2.mp4,1560,62.4,Miko,0.7856628011677649
v2.mp4,1565,62.6,Miko,0.7811141718655322
v2.mp4,1570,62.8,Sinnie,0.7795239238020064
v2.mp4,1575,63.0,So Ching,0.7884318072814913
v2.mp4,1580,63.2,阿 bee,0.7806369526761431
v2.mp4,1585,63.4,2Ling,0.7683058655805429
v2.mp4,1590,63.6,Jackie,0.7815529788677915
v2.mp4,1595,63.8,2Ling,0.7753094866108022
v2.mp4,1600,64.0,Miko,0.7904937808401843
v2.mp4,1605,64.2,阿蛋,0.782553619664769
v2.mp4,1610,64.4,Miko,0.7885739828604156
v2.mp4,1615,64.6,露髀,0.7797971819760328
v2.mp4,1620,64.8,Ashi,0.7863397621551695
v2.mp4,1625,65.0,Carmina,0.7829534014941287
v2.mp4,1630,65.2,嘉嘉,0.7753208806965093
v2.mp4,1635,65.4,CK,0.7765448237772895
v2.mp4,1640,65.6,鉦貽,0.7880562887908303
v2.mp4,1645,65.8,Ana,0.7807461786992397
v2.mp4,1650,66.0,小砂,0.780377548117824
v2.mp4,1655,66.2,So Ching,0.7949570874232088
v2.mp4,1660,66.4,Ashi,0.7805776876176252
v2.mp4,1665,66.6,Vicky,0.7774093312471806
v2.mp4,1670,66.8,Win Win,0.7762529034449797
v2.mp4,1675,67.0,Yanis,0.7711810002127575
v2.mp4,1680,67.2,莎莎,0.7987961598768285
v2.mp4,1685,67.4,阿 bee,0.7848993302023942
v2.mp4,1690,67.6,Ika,0.7856650849004434
v2.mp4,1695,67.8,露髀,0.7881159649675893
v2.mp4,1700,68.0,Miko,0.7766947477698012
v2.mp4,1705,68.2,家琪,0.7823785465561875
v2.mp4,1710,68.4,Ace,0.7756676882201764
v2.mp4,1715,68.6,馬欣,0.7749800350717962
v2.mp4,1720,68.8,阿 Yo,0.7809238913505027
v2.mp4,1725,69.0,So Ching,0.7883380050080713
v2.mp4,1730,69.2,Zoe,0.778969067783513
v2.mp4,1735,69.4,Miko,0.766207245855946
v2.mp4,1740,69.6,Miko,0.7876818594932055
v2.mp4,1745,69.8,露髀,0.7870093052828135
v2.mp4,1750,70.0,阿蛋,0.7896415422146631
v2.mp4,1755,70.2,Ika,0.7842850229586187
v2.mp4,1760,70.4,露髀,0.7800687491590482
v2.mp4,1765,70.6,Jackie,0.7803332387473089
v2.mp4,1770,70.8,Christine,0.7753456403353748
v2.mp4,1775,71.0,馬欣,0.7800881389668591
v2.mp4,1780,71.2,Ashi,0.7805527510424078
v2.mp4,1785,71.4,露髀,0.801532110133209
v2.mp4,1790,71.6,阿 J,0.7850987463207667
v2.mp4,1795,71.8,Sica,0.766400652903884
v2.mp4,1800,72.0,TABI,0.7755120599528003
v2.mp4,1805,72.2,Sica,0.7792496258211911
v2.mp4,1810,72.4,Winkie,0.7828894030788456
v2.mp4,1815,72.6,Hannah,0.7787030554228086
v2.mp4,1820,72.8,Miko,0.7829419514611333
v2.mp4,1825,73.0,Jackie,0.7853416606903516
v2.mp4,1830,73.2,Caca,0.7787173779634193
v2.mp4,1835,73.4,Jackie,0.7824556091347294
v2.mp4,1840,73.6,Jade Chan,0.7812724309106696
v2.mp4,1845,73.8,家琪,0.7832200493047832
v2.mp4,1850,74.0,Hannah,0.7833434306381192
v2.mp4,1855,74.2,So Ching,0.7892033169742362
v2.mp4,1860,74.4,Zoe,0.7800036499991367
v2.mp4,1865,74.6,燒賣,0.7846256031902736
v2.mp4,1870,74.8,露髀,0.7836237079743108
v2.mp4,1875,75.0,Winkie,0.7793275335865348
v2.mp4,1880,75.2,鉦貽,0.7804944806866936
v2.mp4,1885,75.4,2Ling,0.7763115372028017
v2.mp4,1890,75.6,Tania,0.792434997017265
v2.mp4,1895,75.8,鉦貽,0.7899727165488593
v2.mp4,1900,76.0,Miko,0.7910236520222425
v2.mp4,1905,76.2,Tania,0.7829083411369169
v2.mp4,1910,76.4,莎莎,0.7856837938197981
v2.mp4,1915,76.6,Miko,0.7749727456621529
v2.mp4,1920,76.8,Ika,0.7704902717874555
v2.mp4,1925,77.0,穎蕎,0.7766428454538451
v2.mp4,1930,77.2,Jade Chan,0.791069927373833
v2.mp4,1935,77.4,阿蛋,0.7950674259062646
v2.mp4,1940,77.6,Emi,0.7849473722236164
v2.mp4,1945,77.8,Jade Chan,0.7828007917450784
v2.mp4,1950,78.0,阿 Yo,0.7816555059830547
v2.mp4,1955,78.2,Liu 哥,0.78710996320972
v2.mp4,1960,78.4,Sarah,0.7788997322055888
v2.mp4,1965,78.6,Miko,0.7855993547629301
v2.mp4,1970,78.8,Jolin,0.7660595667330719
v2.mp4,1975,79.0,Liu 哥,0.7774230796651654
v2.mp4,1980,79.2,CK,0.7719447901087223
v2.mp4,1985,79.4,TABI,0.7837642884330035
v2.mp4,1990,79.6,米線,0.7789881287541136
v2.mp4,1995,79.8,Miko,0.7882137391621576
v2.mp4,2000,80.0,Caca,0.7857196373754408
v2.mp4,2005,80.2,Ika,0.7767273102860893
v2.mp4,2010,80.4,Carina,0.7831507608906793
v2.mp4,2015,80.6,Stella,0.7859498770432062
v2.mp4,2020,80.8,阿 bee,0.7738630283974988
v2.mp4,2025,81.0,燒賣,0.7831946426681099
v2.mp4,2030,81.2,Puipui,0.7702316445342239
v2.mp4,2035,81.4,阿 bee,0.7858415476497023
v2.mp4,2040,81.6,Christine,0.7790055192673909
v2.mp4,2045,81.8,Bubu,0.7856313155366718
v2.mp4,2050,82.0,Candy,0.7905985616113972
v2.mp4,2055,82.2,Puipui,0.7872513485480009
v2.mp4,2060,82.4,CK,0.7802901819590268
v2.mp4,2065,82.6,家琪,0.7879939817135718
v2.mp4,2070,82.8,燒賣,0.7796048355349334
v2.mp4,2075,83.0,Miko,0.7898896167116986
v2.mp4,2080,83.2,Liu 哥,0.7898433946697357
v2.mp4,2085,83.4,芯駖,0.784664278791274
v2.mp4,2090,83.6,阿 Wing,0.7719981119545026
v2.mp4,2095,83.8,Vicky,0.7904915762577311
v2.mp4,2100,84.0,Hannah,0.7817965779436385
v2.mp4,2105,84.2,Jackie,0.7916902332540373
v2.mp4,2110,84.4,阿 bee,0.7896862885411906
v2.mp4,2115,84.6,燒賣,0.7736146413244778
v2.mp4,2120,84.8,Tania,0.7810107662000421
v2.mp4,2125,85.0,Sica,0.7692021856895895
v2.mp4,2130,85.2,莎莎,0.7822409900161794
v2.mp4,2135,85.4,2Ling,0.7775108642608638
v2.mp4,2140,85.6,鉦貽,0.7775986669419028
v2.mp4,2145,85.8,Miko,0.7724243736353696
v2.mp4,2150,86.0,Miko,0.7934022838223758
v2.mp4,2155,86.2,Ash,0.782368847806937
v2.mp4,2160,86.4,Tania,0.7819399545081129
v2.mp4,2165,86.6,Caca,0.7886726126324327
v2.mp4,2170,86.8,Michelle,0.7892307371449028
v2.mp4,2175,87.0,Emi,0.780725337635696
v2.mp4,2180,87.2,Jolin,0.7847800803137347
v2.mp4,2185,87.4,Zoe,0.7910223458012772
v2.mp4,2190,87.6,Miko,0.7934292469975498
v2.mp4,2195,87.8,2Ling,0.7829470178362528
v2.mp4,2200,88.0,暐翹,0.7842253448845466
v2.mp4,2205,88.2,阿 bee,0.775227803470193
v2.mp4,2210,88.4,家琪,0.8004088954934196
v2.mp4,2215,88.6,Ika,0.782075542131734
v2.mp4,2220,88.8,Ada 仔,0.778477284255745
v2.mp4,2225,89.0,Emi,0.7865400774569394
v2.mp4,2230,89.2,Sica,0.7813985735481739
v2.mp4,2235,89.4,Zoe,0.7934582799554186
v2.mp4,2240,89.6,方方,0.7804665303253537
v2.mp4,2245,89.8,Sam,0.7849979831483276
v2.mp4,2250,90.0,Jackie,0.7855672657978836
v2.mp4,2255,90.2,Liu 哥,0.7865184715853362
v2.mp4,2260,90.4,Jade Chan,0.7975218352632495
v2.mp4,2265,90.6,露髀,0.7792119791541281
v2.mp4,2270,90.8,Emi,0.7807952392091305
v2.mp4,2275,91.0,嘉嘉,0.7913702244452767
v2.mp4,2280,91.2,阿蛋,0.7787885282658157
v2.mp4,2285,91.4,阿 bee,0.7878801681919724
v2.mp4,2290,91.6,Miko,0.782613749183807
v2.mp4,2295,91.8,筠兒,0.7918205679691388
v2.mp4,2300,92.0,阿蛋,0.7845078541093784
v2.mp4,2305,92.2,Caca,0.7786728727738705
v2.mp4,2310,92.4,家琪,0.7838921493417929
v2.mp4,2315,92.6,Ika,0.8006127734292908
v2.mp4,2320,92.8,Liu 哥,0.7812209181244363
v2.mp4,2325,93.0,阿蛋,0.7899661535060366
v2.mp4,2330,93.2,莎莎,0.7799884556540201
v2.mp4,2335,93.4,Miko,0.7808481498756802
v2.mp4,2340,93.6,阿 Yo,0.7709506766693123
v2.mp4,2345,93.8,阿 J,0.7873448508946203
v2.mp4,2350,94.0,Jackie,0.784316878530286
v2.mp4,2355,94.2,So Ching,0.7821629239346792
v2.mp4,2360,94.4,Yanis,0.7693655764759909
v2.mp4,2365,94.6,CK,0.7914076019133776
v2.mp4,2370,94.8,Jade Chan,0.8007167304445729
v2.mp4,2375,95.0,阿 Mic,0.7755467445440892
v2.mp4,2380,95.2,阿 Mic,0.7822641312384275
v2.mp4,2385,95.4,CK,0.7826513053748185
v2.mp4,2390,95.6,嘉嘉,0.7868033775367579
v2.mp4,2395,95.8,Ashi,0.7814037818402042
v2.mp4,2400,96.0,Liu 哥,0.7782323098537266
v2.mp4,2405,96.2,Liu 哥,0.7813636967074925
v2.mp4,2410,96.4,阿 Yo,0.7781840742456883
v2.mp4,2415,96.6,Ace,0.7811372859474404
v2.mp4,2420,96.8,阿 Yo,0.7779328030395186
v2.mp4,2425,97.0,鉦貽,0.7753851008322987
v2.mp4,2430,97.2,CK,0.7824896899643702
v2.mp4,2435,97.4,陳祖,0.7660421388805227
v2.mp4,2440,97.6,阿 bee,0.7836847844962574
v2.mp4,2445,97.8,Emi,0.7869489098572102
v2.mp4,2450,98.0,Marf,0.7839453591875754
v2.mp4,2455,98.2,Tania,0.8026177232974643
v2.mp4,2460,98.4,Elka,0.7865445877104261
v2.mp4,2465,98.6,Ana,0.7959799632643932
v2.mp4,2470,98.8,May May,0.7720984170824116
v2.mp4,2475,99.0,Miko,0.8097178320886631
v2.mp4,2480,99.2,Jackie,0.7858846218191633
v2.mp4,2485,99.4,阿 bee,0.7869073837556727
v2.mp4,2490,99.6,阿杰,0.7842530924867357
v2.mp4,2495,99.8,Ashi,0.7792679045171709
v2.mp4,2500,100.0,Jade Chan,0.7929225174044665
v2.mp4,2505,100.2,Miko,0.7952335019363389
v2.mp4,2510,100.4,Tania,0.780268485994752
v2.mp4,2515,100.6,穎蕎,0.7850206898695321
v2.mp4,2520,100.8,Tania,0.7906916668904789
v2.mp4,2525,101.0,Jade Chan,0.7755156384460776
v2.mp4,2530,101.2,CK,0.780474421990687
v2.mp4,2535,101.4,阿 Mic,0.7854594642828749
v2.mp4,2540,101.6,Kay,0.776541221161829
v2.mp4,2545,101.8,Miko,0.7848909095347836
